0: 540,466
101: 704,717,504,413,679,4,335
102: 343,401,455,480,95,150
103: 55,507,198,626,21,610,271,50,28,398,536,414
104: 452,467
105: 371,539
106: 682,760,219,120,653,71,504,576
107: 6,519,651,239,365,332,425,490
108: 573,619,457,345,293,433,318,614,754,606,153
109: 367,187,156
110: 134,32,247,221,434,616
111: 242,560,479,222,226
112: 42,383,455
113: 585,519,239,728,742,412,5,424
114: 364,275,180,417,418,597,583,135,303,129,394,391,192,202
115: 154,400,514,234
116: 241,632,46,456,626,550,131,571,664,53,757
117: 275,414,597,714,725,135,685,456,507,684,624,475,594,647
118: 513,468,691,421,331,136,382,402,533
119: 759,603
120: 338,682,219,77,106,143,71,675,26,733
121: 604,26,230,353,699,432,623,31,122,133,501,244
122: 12,699,432,563,210,214,121,353,133,501,244,291
123: 61,36,357,368,588,51,637,28,381,571,330,527
124: 350,134,272,327,570,557,15,60,530,423,171
125: 25,161,97,41,224,469,477,64,523
126: 747,544
127: 561,589,393,663,54,366,212,309
128: 303,237,516,600,23,75,628,392,732
129: 394,391,192,202,275,114,166,641,137,655
130: 11,287,689,652,475,647,244,755,149,604,40,657,341,203,79
131: 550,116,664,405,38,757
132: 284,336,59,429,743,596,396,354,719,578,584,447,526,535,654
133: 317,501,122,121,230,701,244,291
134: 350,110,124,32,720,531,247,159,221,434,616,48
135: 117,364,275,597,114,202,203,667,594,267,251
136: 520,27,331,513,118,468,533
137: 166,509,700,655,257,756,46,507,550,275,129,202,537,179,729
138: 259,346,150,270,173,169,256
139: 389,430,178,746,335,9,231
140: 534
141: 94,591
142: 317,580,618,228,458,146
143: 669,422,279,681,644,205,611,682,120,77,26,733
144: 753,731
145: 640,500,40,341,87,259,79
146: 458,142,317,542,74,578
147: 528,196,709,182,551,471
148: 445,255,286
149: 541,193,306,500,527,559,357,31,420,130,475
150: 138,259,102,500,270,173,480,95,256
151: 484,744,567,350,726,14
152: 650,621
153: 93,433,300,619,108,378,754,281,249,274
154: 115,609
155: 284,429,396,439,363,188,259,346,402,33
156: 109
157: 301,723,263,691,346,402,33
158: 567,278
159: 308,329,134,32,720,564,221
160: 540
161: 25,125,97,587,469,477,441,8,315
162: 204,41,56,386,565,358
163: 751,635,473,731,351
164: 377,316,62,492,233,44,674,311,511
165: 347,234,194,322,309,463,617,705
166: 641,137,78,257,269,129,394
167: 738,340
168: 325,533,331,743,596,396,526,382,65
169: 362,173,745,138
170: 172,89,227,427,313,392,665
171: 573,454,124,548,557,15,60,423
172: 614,237,516,572,170,517,47,415,89,345,606,313,392,732
173: 493,420,537,203,613,270,362,169,138,259,346,150
174: 245,687,521,548
175: 521,340
176: 598,710,411,216
177: 347,575
178: 746,309,671,139,389
179: 493,537,203,550,137,202,667,729,686,362
180: 536,417,249,418,714,114,303,378,437,50,735
181: 365,95,640,91
182: 766,147
183: 409
184: 511,62,311,61,397,53,383,296,401,590
185: 263,513,199,468,727,478,691,251,402
186: 75,78,269
187: 215,49,109,612,412
188: 363,328,91,259,6,284,429,155,79,683
189: 322,607,2,22
190: 67,424,490,100,661,320,213,734
191: 580,501,80,25,26,642
192: 129,391,763,672,202,114,267,251,388,199,693
193: 541,149,343,401,306,750,500,238,675,590,527,543,71
194: 503,39,379,322,165
195: 656,223,459,602,643
196: 528,428,400,147,514,709
197: 698,741,721,93,692,474,374
198: 241,632,103,626,637,28,639
199: 185,693,478,192,202,729
200: 711,464,611,623,295
201: 308,329,373,473
202: 129,192,275,135,114,137,655,179,667,729,199,693
203: 493,420,341,179,173,624,135,287,483,130,689,667,475,251,686,362
204: 448,41,495,162,440,489,616,358,235,399,16
205: 711,464,48,330,623,737,31,669,681,143,36,368,51,527,733,702
206: 211,547,312,233,453,482,4,387
207: 431
208: 656,678
209: 722,592
210: 449,274,214,12,122,417,249,563
211: 489,70,54,547,673,206,453,660,482,393,387
212: 366,746,309,561,127,261,663,653,389,305
213: 539,524,734,654,354,190
214: 210,436,122,364,417,594,267,291,260
215: 525,367,305,187,231
216: 37,56,386,440,176,598,577,428,472
217: 593,676
218: 
219: 338,120,276,106,71,627
220: 13,48,60,530,300,434,510,295,498
221: 669,434,616,629,510,235,159,134,110,32,48
222: 360,111,226,416,481
223: 575,195
224: 41,358,469,125
225: 656,459
226: 243,327,416,570,247,321,222,560,443,111,250,481
227: 47,170,426,732
228: 604,26,627,40,230,142,317,74,87
229: 698,75,628,741,394,474,391
230: 604,121,657,228,317,133,701,244
231: 525,215,367,305,139,389,9
232: 464,13,579,339,398,330,737,310,264,300
233: 492,453,674,666,206,312,164,4,704
234: 165,409,115,514,503
235: 669,422,221,616,358,629,16,204,41
236: 545,694,615,708,76,370
237: 303,172,437,516,572,735,721,754,128,313,93,392,732
238: 193,343,401,750,543,71,356,344,476
239: 87,462,519,113,107,49,258,612,332,450,425
240: 395,511
241: 632,46,96,198,626,116,98,664,639
242: 560,710,111
243: 226,350,327,570,599,360,560,34
244: 11,130,594,647,701,31,122,121,657,230,353,133,291
245: 174,35
246: 299
247: 226,134,110,32,57,531,598,577,443,440,616,554
248: 19,666,422,681,36,77
249: 180,417,418,378,735,93,153,210,449,274
250: 670,586,443,226,321,481
251: 483,667,267,135,192,203,185,468,727,693
252: 14,433,318,264,530,352,300,619,625,378,50
253: 69,549,355,278,752,762,323,14,271,461,637,310
254: 340
255: 47,88,445,148
256: 270,138,150
257: 166,509,137,78,269,96,55
258: 94,612,380,602,276,462,239
259: 188,138,346,150,420,341,173,145,155,79
260: 291,444,331,214,11,267,27,18
261: 587,561,212,309
262: 372,307,662,66
263: 185,727,478,691,718,686,362,346,157,402
264: 14,252,530,300,549,271,50,232,398,310
265: 342,390,581,334,745,552,270
266: 544,359,607,488
267: 594,251,364,135,436,214,192,672,260,468,27,18
268: 68,446,484,744
269: 166,78,257,600,186,75,55,583,394
270: 173,480,265,256,138,150
271: 610,461,549,253,264,50,28,398,103,536
272: 124,557,60
273: 
274: 210,449,153,339,12,281,630,417,249,563
275: 117,597,583,135,114,507,137,129,202
276: 338,8,760,219,97,618,258,94,380,462
277: 47,568,23
278: 355,253,158,567,34,373,350,720,14
279: 669,629,510,644,143,82,80,611,295
280: 
281: 12,630,300,619,153,13,274
282: 
283: 
284: 336,132,429,743,396,155,354,683,188,33,86
285: 84,529,686,362,478,301
286: 466,148
287: 483,130,689,546,439,341,203,429,79
288: 682,64,77,19,422,764,16,393,387
289: 648,410,411
290: 59,542,755,578
291: 260,444,122,214,133,11,701,244
292: 603,695,487,593
293: 433,318,352,446,706,517,345,108,457,614
294: 372,307,518,566
295: 12,498,279,82,80,200,220,13,699,611,642
296: 724,590,559,184,357,571,53,757
297: 748
298: 
299: 246
300: 433,60,252,264,530,619,454,378,50,153,220,13,232,339,281,630
301: 157,285,84
302: 518,361,639,403
303: 237,437,735,721,128,600,75,741,180,418,583,114,394
304: 
305: 525,215,231,212,653,389,522
306: 541,149,193,675,527,31,71,733,627,702
307: 372,262,66,294,405,390,566,595
308: 201,159,329,373,323,44
309: 366,178,212,746,463,347,165,127,261
310: 232,48,398,737,720,549,253,14,264,530,564,368
311: 492,164,62,511,184,61,36,590
312: 555,206,233,674,4
313: 606,93,172,237,170,754,392,665,692
314: 532,496,461,438
315: 338,64,8,760,587,161,97
316: 164,62,511
317: 142,133,580,228,230,542,701,146
318: 293,433,60,252,423,706,573,619,108,457
319: 
320: 591,585,74,190,424
321: 226,250,481
322: 39,194,189,347,165,2,617,22
323: 253,762,308,608
324: 58,374,698,474
325: 533,168,382,65
326: 553
327: 226,243,350,124,416,570,548,599,687,15,423
328: 363,91,188,6,683,659
329: 201,308,159,34,373,7,32,531
330: 205,464,232,579,398,737,31,123,357,368,51,381,684,685,527
331: 260,444,546,421,118,468,136,27,396,526,533,168
332: 107,239,412,407,707
333: 39,370,534
334: 342,265,646
335: 430,413,101,139,17,9,3
336: 284,132,429,79,719,74,87,6,651,661,578
337: 759,349,20
338: 760,219,315,120,276,25,97,618,26
339: 464,13,432,232,579,398,300,12,725,563,274
340: 254,738,167,175
341: 420,203,500,287,130,145,259,79
342: 390,566,581,334,595,265
343: 102,193,401,750,500,238,724,95
344: 95,476,356,238,17,90,419
345: 35,517,293,108,457,172,614,606
346: 138,259,173,718,362,263,155,157,402
347: 165,322,309,177,713
348: 524,487,86,759,349,659,385
349: 337,759,508,659,363,348,86,385
350: 243,134,327,124,720,567,151,34,278,726,14
351: 690,660,32,751,163,399
352: 726,14,293,252,446,484,706,486,625,538
353: 121,432,31,122,685,563,647,244
354: 284,132,683,213,86,654
355: 278,752,253,484,14
356: 81,401,238,419,344
357: 123,588,381,571,330,456,684,296,149,527,559
358: 616,629,235,554,204,41,162,224,565,82,502,523
359: 379,442,515,266
360: 599,222,243,416
361: 518,664,53,302,42,38
362: 285,84,686,169,537,179,173,203,263,346
363: 328,91,188,155,349,86
364: 417,418,597,135,114,436,214,672,594,267
365: 181,640,748,425,6,107,91,407,490
366: 482,212,746,309,54,127,393,387,504
367: 215,109,231,17,9
368: 61,123,36,51,637,28,381,549,564,205,398,330,737,310
369: 697
370: 534,615,39,333,236
371: 105,524,695
372: 262,307,662,294
373: 201,308,329,34,278,52
374: 58,324,197,418,436,449,474,391
375: 633
376: 649,412,5,634
377: 164,473
378: 625,50,735,433,252,300,153,180,249
379: 503,194,574,359,442,713
380: 258,94,522,8,760,276
381: 123,357,368,588,28,571,398,330,456,684,414
382: 65,402,33,421,118,691,743,396,325,533,168
383: 455,184,42,401,112,480
384: 447,535,100,703,654
385: 730,759,349,348,487
386: 162,216,56,440,410,598,443,556,24,565
387: 504,211,54,206,19,453,666,366,393,288
388: 192,622,763,672,520
389: 139,178,212,746,305,231
390: 342,581,595,745,265,405,307
391: 129,394,474,192,763,229,114,58,374
392: 628,426,732,404,172,237,170,128,313,665,692
393: 127,589,663,489,211,54,495,16,366,387,288
394: 129,391,303,75,229,583,114,166,641,269
395: 240,497,397,639
396: 284,59,132,429,743,155,546,439,421,331,526,382,402,168
397: 61,497,588,571,395,184,53,632
398: 232,579,339,330,737,310,549,264,271,50,368,28,381,103,536,414
399: 616,16,765,577,32,489,751,673,204,440,19,690,660,351
400: 196,514,115
401: 102,193,343,238,724,590,184,383,356
402: 382,33,439,421,718,263,185,118,727,691,346,396,155,157
403: 69,639,302
404: 628,392,426,427,512,665,712,692
405: 518,664,96,131,307,66,38,390
406: 499,739
407: 707,365,332,490
408: 430
409: 70,234,183
410: 598,479,411,551,289,586,556,386,24
411: 176,410,648,551,289
412: 376,187,728,332,113,707
413: 704,717,101,679,4,335,81,90
414: 117,536,714,725,685,381,579,398,103,684
415: 517,47,88,446,172,572
416: 226,327,570,548,599,360,222,15,481
417: 364,180,249,418,597,714,725,114,563,210,436,449,274,214,594
418: 364,180,417,249,114,303,735,721,93,449,374
419: 81,356,17,344
420: 493,341,173,757,203,624,613,149,500,724,559,475,259
421: 546,439,331,513,118,468,727,691,396,382,402
422: 669,681,764,235,16,644,765,143,19,248,682,288,77
423: 726,318,60,327,124,548,171
424: 190,585,113,320,5
425: 365,640,450,87,6,107,239
426: 628,392,732,404,227
427: 170,404,665
428: 196,709,739,37,216
429: 284,336,59,132,396,155,79,287,652,546,755,188
430: 605,408,671,335,139
431: 207
432: 464,699,579,339,623,31,12,122,563,121,353
433: 293,318,252,300,619,108,614,625,378,50,754,153
434: 221,616,629,510,554,134,110,470,82,220,48
435: 736
436: 449,214,364,417,672,58,374,267,18
437: 303,625,237,538,516,50,735,610,600,180
438: 69,752,494,314,461
439: 287,483,546,421,718,727,396,155,402
440: 448,204,37,495,216,386,577,247,489,472,399
441: 477,2,161,678
442: 379,359
443: 598,479,670,586,250,226,247,386,554
444: 291,260,331,542,652,546,701,59,584,526
445: 85,148,83,255,88
446: 35,68,268,484,706,83,517,415,293,352
447: 535,384,132,596
448: 204,37,440
449: 210,436,274,93,417,249,418,374
450: 476,425,541,750,627,40,87,239
451: 656,678
452: 467,680,104
453: 492,19,233,660,666,211,206,387
454: 619,171,557,60,300,13,630,498
455: 383,102,112,480
456: 46,507,626,550,684,116,357,381,571,117,757,624
457: 573,108,345,293,318
458: 146,591,142,74
459: 742,602,225,195,506,643,73
460: 635,7,710
461: 314,486,271,69,253,438
462: 74,239,276,258,94
463: 482,309,165
464: 205,711,200,13,432,232,579,339,330,623,737,31,12,563
465: 636,761,558
466: 286,0
467: 452,104
468: 513,185,118,727,267,251,421,331,520,136,27
469: 587,740,589,41,224,477,694,64,161,125
470: 557,434,554,82,502
471: 551,528,147
472: 489,70,491,37,216,440
473: 201,163,377
474: 391,698,197,229,741,324,374
475: 130,647,31,684,117,685,149,420,203,624
476: 95,344,450,750,238,49,90
477: 545,441,694,2,469,161,125
478: 263,199,185,727,285,686
479: 410,598,560,443,111,586
480: 613,383,455,102,724,270,150
481: 15,222,250,226,416,570,321
482: 366,463,70,211,54,547,206
483: 11,287,689,546,439,251,203,727
484: 68,446,151,268,355,352
485: 1
486: 568,461,83,352,538
487: 348,524,385,593,603,292
488: 266
489: 472,70,211,54,673,204,495,440,399,16,393
490: 190,634,365,6,107,407,29
491: 472,70,751,673,635
492: 30,19,233,44,453,674,311,660,666,164,36
493: 420,537,179,173,757,203,624,613,550
494: 83,69,752,438
495: 204,37,41,440,668,489,54,16,393
496: 610,314,600,55
497: 61,608,397,637,395,639
498: 295,12,630,60,454,220,13
499: 406,696,72
500: 541,149,193,343,750,724,420,341,95,145,150
501: 133,580,191,699,122,121,642
502: 82,470,565,358,629,554
503: 194,379,234
504: 387,704,717,101,576,679,366,106
505: 615,514,37,56,39,705
506: 459,73
507: 46,456,103,55,626,117,275,583,137
508: 349
509: 137,78,700,257,756,96,66
510: 669,221,434,279,629,220,48
511: 240,184,316,164,62,311,61,608
512: 712,692,698,404
513: 185,118,468,727,691,421,136
514: 505,196,400,115,234
515: 359
516: 172,237,437,538,572,128,568,732
517: 415,446,345,293,172,614
518: 664,361,302,405,96,294
519: 585,74,651,113,107,239
520: 136,27,18,622,672,388,468
521: 175,599,174
522: 380,8,653,656,305
523: 64,41,764,358,644,80,25,125
524: 348,371,539,213,487,621
525: 215,305,231
526: 584,444,331,59,132,396,168
527: 149,193,306,590,123,357,51,205,330,31,702
528: 196,147,471
529: 285,756,581,745
530: 14,60,252,264,300,124,720,220,48,310
531: 134,32,57,247,7,577,329,34
532: 314
533: 325,168,331,118,136,382
534: 370,140,607,333
535: 584,447,384,578,132,719,100,654
536: 180,414,714,271,50,398,103
537: 493,179,173,550,137,756,362
538: 625,437,516,572,352,486,568
539: 105,524,213,734,29
540: 0,160
541: 149,193,306,750,500,71,627,40,450
542: 652,701,755,317,444,146,59,290
543: 193,238,675,590,71,576
544: 266,607,747,126
545: 477,694,236,2
546: 11,287,483,652,439,421,444,331,59,429,396
547: 70,211,206,731,482
548: 327,416,599,687,174,15,423,171
549: 253,264,271,368,637,28,398,310
550: 46,456,116,131,137,493,537,179,757
551: 648,410,411,147,471,24
552: 566,265
553: 326
554: 434,358,443,247,470,565,502
555: 312
556: 670,586,410,386,24
557: 15,470,272,124,60,454,171
558: 761,465
559: 296,149,724,357,571,420,757
560: 242,479,111,226,243
561: 2,587,127,261,589,617,663,212
562: 92
563: 417,725,464,432,579,339,12,122,210,274,353
564: 30,159,720,36,368,48,310
565: 670,162,386,358,554,502
566: 342,595,307,294,552
567: 158,151,34,350,278
568: 486,277,538,516
569: 
570: 226,243,327,124,416,15,481
571: 123,357,588,397,381,53,632,456,626,116,296,559,757
572: 172,614,237,538,516,415
573: 619,108,171,457,318
574: 379
575: 223,177
576: 704,71,504,679,106,543
577: 598,710,7,32,57,531,247,216,440,399
578: 74,87,755,146,336,59,132,290,535
579: 464,432,232,339,398,330,31,414,725,685,563
580: 142,317,501,191,618,26
581: 342,390,745,265,529
582: 20
583: 275,114,600,303,55,507,269,394
584: 526,535,444,59,132
585: 74,519,113,320,591,5,424
586: 670,250,556,410,479,443
587: 2,561,261,589,469,663,64,8,315,653,161
588: 61,123,357,397,637,28,381,571,632
589: 2,587,740,561,127,469,393,663,715,668
590: 296,193,401,527,543,311,184,51
591: 320,458,141,585,74
592: 209
593: 217,487,621,676,695,292
594: 11,267,647,244,117,364,417,135,214
595: 342,390,566,307
596: 132,743,447,168
597: 117,364,275,417,714,135,114
598: 176,410,479,577,710,443,247,216,386
599: 360,687,521,243,327,416,548
600: 610,496,303,437,128,75,55,583,269
601: 85
602: 258,742,459,195
603: 292,119,487
604: 26,733,121,627,40,228,230,31,130
605: 430
606: 313,345,108,172,614,754
607: 534,189,266,544
608: 61,497,323,511
609: 154,72
610: 21,600,271,496,437,103,55
611: 711,200,623,279,143,80,295,26,642
612: 258,49,187,239
613: 493,420,173,757,480,724
614: 172,572,754,517,345,293,433,108,606
615: 505,56,76,39,370,236
616: 221,434,358,235,399,134,110,32,247,204
617: 2,561,165,322
618: 25,97,338,276,26,142,580
619: 573,454,108,433,318,60,252,300,153,281
620: 
621: 524,152,593
622: 763,672,58,388,520
623: 205,711,464,200,699,611,432,31,26,733,121,642
624: 493,420,203,456,684,117,475
625: 378,437,538,50,433,252,352
626: 241,632,46,456,103,507,198,116,571
627: 604,40,228,219,541,306,450,87
628: 75,392,229,426,404,128
629: 669,221,434,279,358,510,235,82,502
630: 12,281,498,300,454,13,274
631: 33,723
632: 241,198,626,116,588,397,571,639,53
633: 375
634: 490,376
635: 460,7,491,163
636: 465,99,761
637: 61,123,368,497,588,28,549,253,198
638: 
639: 302,403,395,497,241,632,198
640: 365,95,181,145,425,91
641: 
642: 26,80,699,611,623,295,501,191
643: 195,459,677
644: 422,279,764,143,682,523
645: 716
646: 334
647: 130,475,594,244,31,117,685,353
648: 551,289,411
649: 376,688
650: 152,703
651: 74,87,6,519,107,661,336
652: 11,130,542,546,701,755,657,444,59,429
653: 8,760,106,212,587,305,522
654: 213,661,132,354,719,535,384,100
655: 137,700,129,202,729
656: 208,225,678,195,8,451,522
657: 40,230,130,652,701,244,755
658: 
659: 349,328,683,29,348,86
660: 492,19,690,453,351,211,751,673,399
661: 6,651,336,719,190,654
662: 372,262
663: 587,561,127,589,393,212
664: 518,361,405,241,96,116,131,38
665: 692,427,170,313,392,404
666: 492,19,233,453,248,387,704
667: 251,135,202,179,203,686,693
668: 41,495,708,740,589,715
669: 422,221,279,681,629,510,235,143,205,48
670: 586,250,556,443,565
671: 178,430,736
672: 192,622,763,364,436,58,267,388,520,18
673: 489,70,211,751,491,660,399
674: 492,233,44,312,164
675: 193,306,543,71,120,702
676: 217,593
677: 43,643
678: 208,656,441,451
679: 71,717,504,413,101,576,90
680: 452,1,104
681: 669,422,143,30,19,248,36,205
682: 64,288,120,77,106,422,764,644,143
683: 284,354,328,188,659,86
684: 456,357,381,330,31,117,414,685,624,475
685: 117,414,725,579,330,31,684,353,475,647
686: 285,729,362,179,203,667,263,693,478
687: 599,744,174,327,548
688: 649,73
689: 11,287,483,130,203
690: 660,351,32,399,765
691: 263,513,185,118,727,421,157,382,402
692: 512,665,712,313,93,698,197,392,404
693: 199,192,202,667,251,686
694: 545,477,236,740,469
695: 292,371,593
696: 499
697: 369
698: 197,229,741,512,692,474,324
699: 13,432,623,295,12,122,121,642,501
700: 509,137,655,756
701: 11,542,652,244,657,230,317,133,291,444
702: 733,51,205,31,306,675,527
703: 384,100,650
704: 504,413,101,576,233,666,4
705: 715,505,54,165,39
706: 446,744,726,293,318,352
707: 407,332,412
708: 668,740,715,236
709: 428,196,147,739
710: 176,242,598,577,460,7
711: 205,464,200,611,48,623
712: 
713: 347,379
714: 117,536,180,417,414,597,725
715: 2,589,705,668,708,39
716: 645
717: 504,413,101,679,90
718: 439,263,727,346,402
719: 336,132,661,535,100,654
720: 350,134,159,278,14,530,564,48,310
721: 303,237,735,93,197,418
722: 209
723: 157,631,33
724: 296,343,401,500,559,420,757,480,613
725: 117,417,414,714,685,563,579,339
726: 14,352,423,151,744,706,350
727: 263,513,185,468,478,691,483,439,251,421,718,402
728: 742,113,412,5
729: 686,137,655,202,179,199
730: 385
731: 144,547,163
732: 23,392,426,47,227,172,237,516,128
733: 604,26,702,143,205,623,31,120,306
734: 539,213,190
735: 303,237,378,437,50,721,93,180,249,418
736: 671,435
737: 205,464,232,48,398,330,310,368
738: 167,340
739: 406,72,428,709
740: 589,469,668,708,694
741: 698,197,229,303,474
742: 728,459,602,113,5
743: 284,132,596,396,382,65,168
744: 151,268,706,687,726
745: 390,581,265,529,169
746: 366,178,212,309,139,389
747: 126,544
748: 297,365
749: 
750: 541,193,343,500,238,95,476,450
751: 491,673,163,660,351,399
752: 69,355,253,438,494
753: 144
754: 614,237,433,108,606,313,93,153
755: 130,542,652,657,578,59,429,290,79
756: 509,137,700,66,537,529
757: 493,420,613,571,53,456,550,116,131,296,724,559
758: 
759: 337,349,119,348,385
760: 338,8,315,653,276,106,380
761: 558,636,465
762: 69,253,52,323
763: 391,192,622,672,58,388
764: 422,644,41,682,64,288,523
765: 422,399,16,19,690
766: 182
