0: 160,286
116: 102,193,77,184,314,42,40,38,96,150
117: 11,287,130,203,267,275,55,179,40,135
118: 136,185
119: 86,283
120: 149,230,121,288,205,64,106
121: 149,122,120,26,244,130
122: 121,142,244,133,130,260,290
123: 31,275,55,103,61,26,46,40
124: 110,134,250,14,272
125: 143,204,235,56,236,41,25
126: 140,2,225
127: 2,261,322,39,309,189
128: 23,237,303
129: 287,155,185,259,135,263
130: 117,203,260,26,244,180,121,122,40
131: 259,270,96
132: 284,213,155,87,79,190,152,59,317
133: 142,122,260,290,27
134: 124,278,14,315,221
135: 137,157,192,287,129,117,267,185
136: 118,18,58,185,192
137: 157,192,135,285
138: 145,38,150,173
139: 90,44,311,101,316,296
140: 126,189
141: 
142: 230,122,200,244,295,191,133,291
143: 204,125,224,80,8,25,230
144: 183
145: 259,138,150,87,173,91,188
146: 291,8,97
147: 
148: 88
149: 121,120,193,77
150: 145,40,38,138,102,193,116
151: 293,271,249,50,83
152: 100,59,317,213,132
153: 171,245,274,293,252,249
154: 72,218
155: 11,287,129,87,132,188
156: 109
157: 137,135,263,285
158: 52,28,69
159: 13,310,60,232,28,14,50
160: 304,0
161: 41,208,8,25
162: 
163: 
164: 52,302,198
165: 206,178,16,22,223,51
166: 
167: 174,226,222
168: 59,65
169: 
170: 300,114,229,47,93,210
171: 153,15,14,272,268,249
172: 104,264,227,50,89,108,93
173: 181,145,138,91,188
174: 167,175,222
175: 174
176: 242,211,243
177: 305
178: 165,206,4,16,101
179: 40,46,55,117,203
180: 214,275,244,130,260,267
181: 173,91
182: 298
183: 209,70,144
184: 240,314,116
185: 11,287,129,267,192,135,118,136
186: 98,46,257,103
187: 
188: 284,91,259,145,155,87,173
189: 127,322,140
190: 107,79,284,213,132
191: 12,200,142
192: 137,135,18,251,185,136
193: 71,102,77,116,296,149,239,40,150
194: 115,309
195: 258,22,225,208
196: 39,24,76
197: 58,229,210,18,251,75
198: 69,164
199: 275,114,55,229,18,202,251,267
200: 279,310,26,244,191,12,142
201: 253,44,233,36
202: 251,114,55,199,78
203: 287,130,117,87,179,40
204: 315,143,288,235,30,125
205: 26,61,77,120
206: 165,178,4,16
207: 
208: 41,161,22,225,195,258
209: 183
210: 18,170,300,229,197
211: 176,57,32
212: 41,64,49,22,223,231,248,51
213: 284,217,132,292,190,152,100
214: 275,180,300,18,267
215: 109
216: 54,37,234
217: 213,65,86
218: 246,154
219: 306,276,239,71,6
220: 279,48,310,14,272,315,82,281
221: 48,134,36,315,30,253
222: 167,174,226
223: 2,22,165,248,41,212
224: 143,82
225: 2,126,208,195
226: 167,222
227: 172,89
228: 5
229: 170,114,199,210,18,251,197
230: 142,120,143,295,8,291
231: 90,51,3,212,49
232: 13,159,28,50,61,31
233: 44,312,201
234: 54,216
235: 204,125,56,57
236: 247,24,125,25
237: 128,313,303
238: 90,64,49,106,71
239: 219,276,74,71,193,87,6,79
240: 316,184,42,112,53
241: 
242: 176,254,280
243: 321,176
244: 200,26,180,121,142,122,130,260
245: 153,293,104,108
246: 218
247: 236,250,24
248: 101,223,212
249: 293,14,151,268,252,153,171
250: 321,124,247
251: 202,75,114,229,199,18,58,197,192
252: 293,249,153,274,50,93,318,13,12
253: 201,28,36,221
254: 242,92,280
255: 
256: 71,81,17
257: 98,186,103,78
258: 195,208,49
259: 131,145,129,188
260: 11,130,290,244,180,122,133,27
261: 2,127,16,39,309
262: 66,307,294
263: 157,129,84
264: 104,172,50,83
265: 42,38,96
266: 24,76
267: 11,117,185,214,275,180,199,18,135
268: 14,249,68,171
269: 23
270: 131,96
271: 151,50,83
272: 14,124,171,15,220
273: 45
274: 153,252,318,281,12
275: 31,214,180,300,55,123,199,117,267
276: 306,219,239,74,94
277: 
278: 34,308,134
279: 200,310,60,220,82,281,12
280: 7,254,242
281: 82,12,15,274,318,279,220
282: 105
283: 301,33,119
284: 213,132,91,188,79,190
285: 137,157
286: 0
287: 11,129,155,117,203,185,135
288: 204,311,36,48,64,106,120
289: 92
290: 260,122,133,27,317
291: 146,295,230,142
292: 213,86
293: 151,252,249,153,245,50
294: 262,307
295: 82,230,142,291
296: 53,71,102,193,77,139
297: 107,43,20
298: 182,72
299: 
300: 31,170,214,275,210
301: 283,33
302: 164
303: 75,237,128
304: 160
305: 177
306: 219,276,94,71
307: 262,294
308: 34,278,323
309: 37,194,127,261
310: 279,200,48,13,26,60,220,159,12
311: 44,36,101,288,139,106
312: 44,233
313: 237
314: 184,116,96
315: 204,134,48,220,221
316: 240,139
317: 152,59,290,27,132
318: 60,252,274,281,12
319: 63
320: 100,67
321: 110,243,250
322: 2,127,189
323: 308
