0: 540,466
527: 149,193,357,123,590,51,205,31,330,306
528: 196,147,471
529: 285,405,700,66,131
530: 14,60,423,310,159,350,124,221
531: 243,134,57,7,329
532: 314
533: 136,513,118,331
534: 607,370,39,189
535: 584,384,320,146,132,578,100
536: 180,583,50,579,398,381
537: 285,655,507,550,137,700,179,173,131
538: 433,437,572,415,352,625,486
539: 348,524,213,661,659,354,683,190,29
540: 0
541: 149,193,343,145,450,476,306,40,500,425
542: 11,652,546,291,260,444,59
543: 193,675,311,590,51,71
544: 266,126,678
545: 477,2,469
546: 11,287,483,155,542,652,267,260,429
547: 70,409,234,183
548: 327,416,599,174,15,171
549: 253,461,264,271,368,588,637,28,398
550: 46,96,55,507,509,137,700,131,537
551: 471,24,76
552: 112
553: 326
554: 434,358,443,247,470
555: 377
556: 586,410,443,24,565
557: 15,272,570,470,498
558: 499,465
559: 493,420,613,456,571,624,116,357
560: 479,577,111,226,247
561: 2,261,617,663,653,587
562: 280,242
563: 417,353,594,432,339,12,210,244,122,214
564: 159,310,221,681,32,669,36,48
565: 24,443,556,162,386,247,358
566: 307,294
567: 158,34,355
568: 23,277,47
569: 515
570: 226,134,327,124,557,15
571: 456,632,116,123,53,357,559
572: 433,172,237,437,538,516
573: 457,454,171,318
574: 503,39,194,359,379
575: 223,22,177
576: 387,504,101,248,311,666
577: 176,598,560,472,57,440,247
578: 132,429,290,59,336,87,146,584,535
579: 464,330,232,339,398,300,381,536,414
580: 142,317,133,501,26,121,618
581: 169,646
582: 20
583: 536,275,180,21,437,600,103,55,381,496
584: 526,535,146,578,59
585: 74,113,591,5,424
586: 556,670,410,443,250
587: 8,380,561,663,653,161,522
588: 497,397,637,28,549,626,632
589: 127,617,469,393,663,41
590: 61,123,53,51,184,296,193,543,527
591: 458,141,585
592: 144
593: 292,524,621,86,654,695,152,217,487
594: 135,417,597,563,353,244,11,267,647,117,214
595: 342,307
596: 132,396,65,447,168
597: 135,275,180,417,414,684,353,594,103,117
598: 176,410,577,411,386,440,216,247
599: 687,360,521,174,548
600: 303,437,516,610,269,55,496,275,180,583,114
601: 148,160
602: 412,258,459,612,195,187
603: 119,487
604: 26,306,121,627,228,130,230,31,623
605: 430,671,435
606: 313,108,614,172,170
607: 534,189
608: 69,253,323,497,637
609: 72
610: 21,437,516,600,496
611: 279,629,80,200,220,623,642,295,143,26
612: 412,258,602,525,49
613: 493,420,559,480,116
614: 433,172,345,415,293,108,606
615: 196,505,76,39,140,370
616: 422,434,110,358,235,32,399,204,247
617: 2,322,561,127,261,589
618: 26,228,338,276,25,97,142,580
619: 318,252,300,108,153,274,281
620: 
621: 371,292,524,213,593,654,695,152
622: 192,58,18,388,520
623: 205,31,464,200,699,432,642,611,604,26,121
624: 456,103,507,684,357,493,420,559,475,203,117
625: 252,264,352,300,538,50
626: 241,456,103,632,588,28
627: 604,26,306,228,71,219,120,450,239
628: 23,128,392,426,404
629: 434,279,611,510,470,80,82,220,295
630: 295,281,454,498,13
631: 382,33,157,283
632: 241,571,626,588,397
633: 201
634: 407
635: 70,491,246,460
636: 92,465,99
637: 61,368,497,588,549,253,608
638: 67
639: 302,198,98
640: 365,95,145,425,6,79
641: 
642: 699,623,611,80,295,191,26,501
643: 223,195,677
644: 422,279,235,64,315,143,682,523
645: 
646: 581,334
647: 11,287,475,117,353,594,244,130,685
648: 
649: 376,688
650: 152,132,654
651: 74,87,519,113,107
652: 11,542,546,657,230,429,59
653: 561,212,587,305,522
654: 524,213,621,593,132,650,152
655: 285,686,537,507,202,137,129,179,693,478
656: 94,522,195,208,223,225
657: 40,228,130,230,317,652,87,429,290
658: 273,45
659: 91,349,328,683,29,348,539
660: 30,690,673,163,308,351,399,32
661: 6,354,132,683,336,190,539
662: 372
663: 561,589,393,64,288,587
664: 518,361,241,96,116,38
665: 404,227,427,170,392
666: 492,19,233,453,211,387,576
667: 689,203,117,135,202,179,251,693
668: 37,495,162,56,41,505
669: 422,221,434,681,510,32,564,48
670: 586,443,250
671: 178,408,605,430,139
672: 267,135,364,436,192,18,468,251
673: 19,453,660,163,489,351,70,211,399
674: 492,233,163,473,377
675: 193,543,51,205,71,77,306
676: 152,695
677: 187,43
678: 208,2,441,544
679: 504,413,71,238,90
680: 1
681: 422,669,564,36,205,48,143,77
682: 338,64,288,315,143,422,644,387
683: 354,6,661,328,659,539
684: 414,597,456,103,624,117
685: 244,130,31,330,353,149,475,647
686: 285,346,362,655,179,263,693,478
687: 360,599
688: 649
689: 483,155,667,203,179,439
690: 30,19,660,422,32
691: 33,157,346,263,118
692: 512,313,93,698,392,197,324,374
693: 199,185,251,478,202,129,192,179,667,655,686
694: 236,224,162,125
695: 292,621,593,676,152
696: 406,182
697: 452
698: 392,229,512,404,692,474,197,324
699: 464,200,432,623,642,295,12,121,501
700: 509,137,66,96,550,131,529,537
