0: 540,466
193: 296,541,343,401,71,500,527,357,311,543,77,149,306
194: 39,514,553,400,505,127
195: 73,94,522,459,225
196: 428,182,505,216,551,56,386
197: 93,378,474,237,512,313,418,391,229,374
198: 438,461
199: 263,129,439,117,137,202,507,179,483
200: 464,48,13,432,279,143,220,295,82,26
201: 329,473,163,351
202: 394,251,117,114,166,137,129,199
203: 287,483,155,478,135,475,420,130,341,173,179,493
204: 54,489,422,235,399,440,41
205: 464,48,310,31,232,36,143,61,357,330,368,527,149
206: 70,183,482,4,453
207: 431
208: 2,561,161,223,94
209: 409,299
210: 214,449,12,133,274,364,417,339,353,563
211: 489,70,482,351,54,453,399
212: 389,106,561,393,258,380,223,305
213: 284,132,190,354,100,371,524,152
214: 210,436,449,18,364,353,122,267,563,260
215: 367,305,231
216: 428,196,386
217: 86,65,152
218: 
219: 462,106,276,71,239,228,525,49,412
220: 279,530,358,124,272,200,48,13,82
221: 422,530,510,32,564,134,159,30,48
222: 521,111,360
223: 208,561,212,258,305,94,522
224: 502,565,358,523,235,41,125
225: 73,195
226: 243,134,321,247,327,557,250,481,416
227: 369,47,392,404,426,427
228: 239,276,97,142,462,219,74,336,146
229: 75,391,303,474,128,237,418,114,197
230: 11,287,155,122,130,87,291,317
231: 215,305,139,389
232: 205,300,464,48,13,310,31,60,398,368,50
233: 453,492,4,312,101
234: 70,547,165
235: 422,434,110,358,440,41,554,247,443,204,224
236: 24,162,565
237: 474,128,404,378,303,170,313,197,229
238: 297,476,49,17,90,413,106,71,525
239: 40,306,228,120,276,71,450,219,49
240: 
241: 98,46,96,116,395,497,397
242: 176,560,479,280,92,562
243: 226,350,134,531,34,360
244: 130,121,501,31,432,12,133,353,291,563
245: 174,485,175
246: 299,144
247: 226,134,443,434,110,235,554
248: 422,143,19,36,51,288
249: 50,252,153,433,536,300,274,281,93
250: 557,481,226
251: 202,394,364,114,436,18,267,439,468,192
252: 60,398,318,352,153,433,536,264,249
253: 69,278,323,159,30,564,61,368,549,310
254: 
255: 
256: 95,344,150
257: 96,55,550,509,78,137,131
258: 8,380,106,212,223,94,522
259: 362,173,145,155,478,91,79,188
260: 444,331,214,18,11,421,122,267,27
261: 2,561,393,16,54,495,366,64
262: 294,372,66
263: 129,118,185,439,199,346,157
264: 433,172,538,536,271,352,252
265: 150,270
266: 488
267: 11,287,483,421,122,214,18,251,260,439,468,27
268: 340,167,360
269: 303,55,78
270: 131,38,405,116,265
271: 536,264,398,461,381
272: 60,14,318,548,327,124,15,454,530,220,498,82
273: 
274: 12,281,300,339,249,210,93
275: 50,117,364,180,135,414,114,381,103,55
276: 338,8,120,25,97,26,239,228,142,219
277: 47
278: 308,52,329,323,350,159,355,69,253
279: 315,143,358,523,510,220,200,48,82
280: 562,242
281: 295,12,274,498,60,300,13,249
282: 
283: 385,86
284: 213,188,33,328,354,349,91,524,86
285: 169,529,137,362,507,131
286: 532
287: 11,483,203,230,122,267,135,353,130
288: 338,64,8,380,120,315,422,143,510,248,41
289: 
290: 132,429,542,190,87,317,336,146,59,535
291: 142,133,501,244,230,122,563,317
292: 348,487,86
293: 151,318,352,423,35,457,345
294: 262,372
295: 12,281,82,80,200,13,432,191
296: 102,455,193,343,401,500,53,357,184,383
297: 332,344,476,238,367,109
298: 72
299: 246,209,144
300: 13,31,432,232,60,12,274,281,50,339,249
301: 346,138
302: 
303: 378,437,128,237,180,418,114,269,75,229
304: 
305: 215,231,106,212,223,522
306: 149,121,40,239,77,120,541,193,71,527
307: 342,566
308: 52,278,355
309: 366,178,463,347,127,379
310: 205,48,232,159,253,14,398,530,564,368
311: 61,357,184,511,36,51,193,527
312: 377,555,233,44
313: 512,170,474,237,404,197
314: 98
315: 422,279,523,510,41,338,125,288
316: 377,164
317: 444,291,11,230,122,546,290,542,526,59
318: 60,14,423,272,252,548,293,457,454
319: 63
320: 458,190
321: 226
322: 2,333,127,39,189,544,126
323: 52,278,69,253,164,30
324: 374,474,512,391
325: 168,533
326: 
327: 226,134,124,557,15,416,14,423,272,548
328: 284,354,181,349,91,29
329: 201,278
330: 123,357,368,205,31,456,475,149
331: 260,444,421,118,136,513,27,526,533
332: 297,187
333: 322,39,545,534
334: 342,390,169
335: 17,90,504,413,101,430
336: 74,6,87,228,146,79,290,190
337: 29,20
338: 8,120,125,288,276,315,143,523,80,25,26
339: 50,364,417,414,353,300,31,12,274,210
340: 268,167,175,521
341: 130,40,87,541,420,145,155,203
342: 390,334,307
343: 102,296,541,193,71,500,450,145,95
344: 297,95,256,17,419
345: 457,153,293,104,108
346: 301,362,84,263,363,33,157
347: 514,309,127,379
348: 292,539
349: 181,91,363,508,284,328,385
350: 243,134,159,278,567,14
351: 489,163,70,211,7,201,399,32
352: 151,252,293,484,415,47,433,172,264,104
353: 364,417,135,339,31,210,214,130,244,287,122,563
354: 284,79,213,429,328,190,6
355: 158,567,308,278
356: 383,62,401
357: 123,330,311,205,456,475,296,193,420,500,53,527,149
358: 434,279,523,510,235,220,470,224,502,82
359: 189
360: 268,111,222,521,243
361: 395,184,397,38,42,53
362: 507,173,179,259,478,285,84,346
363: 349,91,508,188,33,346
364: 275,417,135,339,114,353,210,436,214,449,251
365: 95,476,425,6,91
366: 165,309,387,482,16,54,261,393
367: 215,109,297
368: 61,123,330,28,549,253,398,205,310,232
369: 227,426
370: 76,140,39,534
371: 539,524,213,105
372: 294,262
373: 34,375
374: 58,324,418,436,197,391
375: 460,373
376: 424,107
377: 312,555,316,62
378: 433,172,437,303,237,180,418,197,93
379: 347,309,22
380: 258,64,8,120,288,393,106,212
381: 50,275,180,414,536,271,103,55
382: 65
383: 42,356,184,296,455,401
384: 526,59,168,535,132
385: 349,283
386: 56,216,196,24
387: 366,482,16,453,393,389,504,101
388: 185,468,192,520,136
389: 90,504,106,212,178,139,387,393,231
390: 342,334,529
391: 394,75,229,474,418,197,58,374,324
392: 47,172,104,227,108,170
393: 261,561,16,366,387,389,212,64,380
394: 202,391,251,114,129,192
395: 361,497,397,241
396: 132,33,542,421,546,118,526,168,533
397: 123,184,497,361,395,38,241,116,53
398: 14,252,536,271,368,310,232
399: 422,32,440,489,211,351,16,54,204,19
400: 194,514,505,165,127
401: 296,193,184,413,383,356
402: 11,483,155,478,421,546
403: 438
404: 128,237,426,227,170,313,427
405: 518,96,270,131
406: 99
407: 20,490,29
408: 139
409: 209,154
410: 
411: 
412: 113,425,525,462,219,49
413: 17,90,335,504,543,401,71,238
414: 50,275,180,339,381,475,31,103
415: 35,517,151,352,104
416: 557,481,521,226,327
417: 50,364,180,339,353,210,449,93
418: 180,114,378,303,197,93,391,229,374
419: 17,344
420: 541,500,357,456,475,130,149,341,173,493,203
421: 11,402,267,546,260,444,331,396
422: 315,221,510,235,248,399,32,440,41,204,19,288
423: 14,151,318,548,293,327
424: 376,67
425: 412,6,365,476,49
426: 404,227,369,427
427: 227,170,404,426
428: 182,196,216
429: 79,132,188,290,542,190,354,87,155,546
430: 3,139,335
431: 207
432: 300,464,200,48,13,295,12,26,121,501,244
433: 172,378,536,264,352,252,153,249
434: 110,358,235,554,134,247,124,570,470
435: 
436: 214,449,18,364,251,58,374
437: 172,378,538,516,303,180
438: 198,403
439: 263,129,118,185,468,192,199,251,483,267
440: 422,110,235,399,32,204
441: 544,126
442: 
443: 556,247,24,235
444: 317,260,331,11,421,122,27,526
445: 85,88,83
446: 35,68,88,517
447: 100,168,132,65,152
448: 37,56
449: 210,436,214,93,364,417
450: 343,71,145,239,49
451: 506,161,94
452: 
453: 19,233,492,211,206,482,16,387
454: 15,318,272,548,498
455: 102,296,53,184,42,383,480
456: 46,103,123,357,330,475,420,500,53,559,493
457: 153,345,318,293
458: 320,146,74
459: 73,195
460: 375
461: 21,83,198,271
462: 94,219,97,228,141,412
463: 309
464: 205,200,48,13,31,432,232,143,26,121
465: 
466: 186,532,0
467: 
468: 388,439,192,18,251,267,520,136,27
469: 2,41,477,64,125
470: 570,15,434,358,554,82
471: 147
472: 489,70,491,7
473: 201,163
474: 128,237,512,313,197,391,229,324
475: 414,357,330,31,103,456,420,130,149,493,203
476: 297,365,95,238,49,425
477: 2,469
478: 483,155,203,402,362,179,259
479: 242,560,92
480: 38,42,102,455,53
481: 557,250,416,226
482: 70,211,206,16,54,453,165,366,387
483: 287,478,203,402,267,135,179,439,199
484: 151,352,83
485: 245
486: 47,568
487: 86,119,292
488: 266
489: 70,211,472,351,54,204,399
490: 107,5,407
491: 70,472
492: 30,19,233,44,36,453
493: 173,179,456,475,420,500,203
494: 158
495: 54,37,162,505,165,127,261
496: 186,23
497: 397,395,241
498: 281,82,60,272,454
499: 558,99
500: 102,296,541,193,343,420,53,357,456,173,559,493
501: 26,121,244,432,191,291,142
502: 224,80,358,523,125
503: 553,115
504: 90,389,335,413,101,387
505: 196,495,39,194,400,127
506: 141,451,73,94
507: 362,131,179,117,137,285,199
508: 181,349,91,363,138
509: 137,257,66,131
510: 315,422,221,279,143,358,288
511: 61,184,311,62
512: 313,474,197,324
513: 136,331,118
514: 194,400,347,165,127
515: 569
516: 47,172,568,437
517: 35,446,415
518: 405,96
519: 113,74,5
520: 136,18,58,388,468,192
521: 222,340,360,416
522: 195,94,258,223,305
523: 315,279,358,224,502,80,338,125
524: 371,284,213
525: 187,106,219,238,49,412
526: 384,59,168,317,444,331,132,396,542,533
527: 193,36,357,311,205,149,306
528: 182,140
529: 285,169,131,390
530: 221,220,564,134,124,159,14,272,48,310
531: 34,243
532: 286,466
533: 331,118,396,526,168,325
534: 545,370,39,333
535: 384,132,290,190
536: 433,538,264,271,398,252,50,180,381,249
537: 173,131,179,550
538: 172,437,536,264
539: 348,371,105
540: 0
541: 193,343,420,500,145,149,40,306,341
542: 132,429,396,290,546,317,526,59
543: 413,51,77,193,71
544: 189,322,126,441
545: 534,333
546: 11,155,421,402,317,429,396,542
547: 70,234
548: 318,423,272,327,15,171,454
549: 61,368,28,253
550: 46,257,96,116,537,131
551: 140,196,76
552: 112
553: 39,194,503
554: 434,235,247,570,470
555: 312,377
556: 443,24
557: 15,250,481,416,226,327,570
558: 499
559: 173,116,456,500,53
560: 176,242,57,479
561: 2,208,261,393,212,64,223
562: 92,280,242
563: 122,133,353,210,214,244,291
564: 221,530,159,253,30,36,48,310
565: 162,56,24,236,224
566: 307
567: 158,355,350
568: 47,516,486
569: 515
570: 124,557,15,434,554,470
