0: 466
212: 64,380,393,366,223,389,106,258
213: 284,132,429,354,190,447,65,371,292,152
214: 210,436,364,449,251,11,27,267,260,133,18
215: 305,367,187,231
216: 176,386,57,196
217: 283,86
218: 
219: 462,94,49,97,306,276,228
220: 60,464,200,48,159,470,124,14,272,221,434,279,82
221: 422,110,134,124,32,30,399,36,220,48,159
222: 416,481,111,340,360,226
223: 2,208,366,64,212,22,258
224: 502,358,125
225: 451,195,73
226: 243,247,327,360,222,416
227: 23,426,128,392,237,108,170,404,313
228: 74,6,450,336,239,87,146,219
229: 75,391,474,237,303,128,418,114,197
230: 130,121,40,87,244,291,290,122,336
231: 305,215,90,389
232: 464,13,310,31,300,398,368,50,381,414
233: 453,312,101
234: 115,154,400,70,54,37
235: 204,162,57,24,422,440,110,358,443
236: 24,162,56,333,477
237: 392,378,303,170,128,227,313,418,197,474,229
238: 367,476,17,90,106,71,49
239: 121,40,306,87,71,49,6,228,450
240: 361,62,383
241: 96,98,497,395,397
242: 176,254,92
243: 226,254,111,268,360,34
244: 130,230,501,31,432,12,353,122,133
245: 174,35,293
246: 299,144
247: 226,134,321,327,481,110,443,250
248: 51,19,143,288,77,311,120
249: 252,153,433,60,13,274,281,93
250: 247,481,24,358,443
251: 202,394,364,135,214,436,267,192,468,439,18
252: 14,264,249,398,153,60
253: 61,368,36,69,310,205,159
254: 111,280,242,34,243
255: 
256: 150,95
257: 46,103,96,55,507,509
258: 195,94,223,212,187
259: 362,173,145,363,188
260: 317,444,133,214,11,27,122,267
261: 41,16,495,165,366,64,393
262: 307
263: 129,157,185,439,179,483,199
264: 14,352,252,398,271
265: 112,38,42,150,116,270
266: 126,488
267: 11,287,27,364,135,214,251,260,439,18
268: 340,360,167,243
269: 114,303,55,78,166
270: 150,116,173,131,38,265
271: 486,264,28,381
272: 14,318,470,124,416,457,454,498,220,60
273: 
274: 12,281,249,13,300,210,93
275: 364,180,414,117,135,114,103,55,202,203
276: 26,121,306,120,338,8,97,25,142,219
277: 314,496
278: 308,134,32,30
279: 315,143,358,510,82,502,80,220,200,48,125,26
280: 254
281: 295,12,274,249,153,60,13
282: 
283: 217,119
284: 213,132,429,188,349,363,382,33
285: 84,169,137,362,131,179
286: 
287: 11,483,155,341,203,122,267,353,130
288: 64,8,380,393,19,143,510,248,51,120
289: 
290: 155,230,87,317,336,132,59
291: 146,142,230,501,122,317,133
292: 348,371,487,213,86
293: 35,245,174,415,151,352
294: 372,307
295: 12,191,281,80,200,13,432
296: 455,193,343,102,500,357,184,53,149
297: 365,332,95,344
298: 72,182
299: 246,144
300: 13,31,432,232,12,274,50,417,414,339,353,210
301: 346,138
302: 
303: 378,437,237,128,180,418,269,114,229
304: 
305: 215,187,231
306: 239,120,276,106,71,77,219,49
307: 294,262,342
308: 278,355,52
309: 165,366,463,347,379,127
310: 464,232,159,398,253,368
311: 401,77,36,184,205,248,51
312: 4,233,101
313: 404,324,237,170,227,474
314: 277,496,186
315: 422,279,358,510
316: 62,164,511
317: 260,444,291,290,122,59
318: 14,423,272,416,171,457,454
319: 
320: 458,100
321: 247,481
322: 2,126,379,127,208,22
323: 201,44,164
324: 313,512
325: 118,331,396,168
326: 503
327: 226,470,134,247,124,15,416,481,434,110
328: 6,365,91,354,490,29
329: 201,351
330: 357,368,31,205,123,456,475
331: 513,444,118,421,396,325
332: 297,412,425
333: 236,477
334: 
335: 17,90,430,356,413,401
336: 74,228,230,87,146,290
337: 29
338: 8,125,143,25,26,120,276
339: 50,364,180,417,449,353,300,210
340: 268,360,167,174,222
341: 287,155,203,420,130,87,145
342: 390,307
343: 296,193,102,420,500,40,145,95
344: 297,95
345: 104,153,172
346: 301,363,33
347: 309,379,127
348: 371,292,487
349: 181,508,284,385
350: 355,158
351: 30,211,489,7,57,329,32
352: 151,264,484,293
353: 339,300,210,130,244,287,122,133
354: 79,213,429,190,328
355: 308,158,52,350
356: 335,401
357: 61,330,184,53,205,123,456,296
358: 315,422,434,279,110,443,235,82,224,502,250
359: 189,488
360: 340,268,111,226,243,222
361: 395,240,397,53
362: 259,173,131,179,285,84
363: 259,284,188,346,33
364: 275,180,339,449,135,214,436,251,267
365: 297,95,425,6,328,91
366: 165,178,309,261,223,389,387,212
367: 215,476,238
368: 253,330,28,310,31,232,123,381,414
369: 427
370: 140,39
371: 348,292,105,213,152
372: 294
373: 34
374: 58,512,197,436,391,474
375: 460
376: 
377: 
378: 433,392,172,437,237,303,417,197,93
379: 322,127,347,309,22
380: 288,64,8,393,212,106
381: 50,414,271,368,28,232,123,103
382: 33,65,284,168
383: 42,240,62,184,455
384: 447,59,132
385: 349
386: 57,196,216,24
387: 389,504,101,139,16,366,178,393
388: 185,192,468,118,136,513
389: 90,504,106,387,139,366,178,212,231
390: 342,405,169
391: 75,394,474,229,128,374,512
392: 172,378,437,237,108,170,227
393: 288,64,380,212,16,19,261,504,51,387
394: 202,75,391,251,114,192
395: 361,397,241,497
396: 402,444,118,421,331,168,59,325
397: 61,53,395,361,241,123
398: 14,264,252,60,464,310,232,159
399: 30,19,489,32,422,221,440
400: 115,234,514
401: 413,311,184,356,335
402: 483,155,421,188,396
403: 85
404: 313,427,426,227
405: 96,390
406: 99
407: 20,43,490
408: 178,139
409: 154,209,72
410: 
411: 479,92
412: 113,425,49,332,107
413: 401,71,17,90,335
414: 50,381,275,180,475,368,31,232,300,123,103
415: 104,1,293
416: 222,15,226,327,318,272,171,454
417: 50,180,418,339,449,433,378,300,210,197,93
418: 180,417,114,237,303,197,436,474,229
419: 17
420: 193,343,500,130,40,149,145,341,203
421: 468,118,439,402,331,513,396
422: 315,221,440,110,358,510,235,204,399
423: 151,318,35,174
424: 67
425: 412,6,365,332
426: 227,404,427
427: 404,369,426
428: 
429: 284,79,213,132,188,354,190
430: 81,3,17,335,9
431: 207
432: 464,200,13,31,300,295,12,26,501,244
433: 172,378,437,249,50,417,93
434: 110,358,470,327,124,82,220
435: 
436: 197,214,364,418,449,251,58,374,18
437: 433,392,172,378,516,303
438: 198,69
439: 263,129,185,192,468,421,135,202,251,483,27,267,199
440: 422,32,235,204,399,489
441: 2,126,208,451
442: 515
443: 110,358,247,235,24,250
444: 317,260,331,396,59
445: 85,83
446: 35,68,88
447: 168,384,213,132,152
448: 57
449: 364,417,339,210,214,436
450: 6,228,239,49
451: 441,225
452: 
453: 19,233,211,482,16,101,51
454: 171,457,416,318,272
455: 480,296,102,383
456: 123,103,357,330,475,500,493,203
457: 171,153,454,318,272
458: 320,74,100
459: 
460: 375
461: 198,83,486,28
462: 94,219,141,113,74
463: 165,309,206
464: 220,60,200,48,13,310,31,432,232,398
465: 499
466: 186,0
467: 
468: 388,192,439,421,251,27,136,513,18
469: 2,41,477,64,8,125,161
470: 327,124,15,272,434,82,498,220
471: 140,147
472: 70,57,54,489
473: 201
474: 391,229,237,313,418,197,374,512
475: 414,330,31,123,103,456,130,203
476: 367,238,49
477: 236,2,333,469
478: 173,131,179,493,483,203
479: 92,411
480: 455,53,38,42,116
481: 222,15,321,247,327,250
482: 70,16,54,453,206
483: 11,287,155,203,402,199,135,179,478,263,439
484: 151,352,83
485: 175
486: 271,516,461
487: 348,292,119
488: 359,189,266
489: 351,399,211,57,32,472,440
490: 5,328,407
491: 
492: 30,44,201,36
493: 116,173,131,478,46,456,500,203
494: 158,52
495: 54,204,162,505,41,261
496: 277,314,186
497: 241,395
498: 82,470,272
499: 465,99
500: 296,193,343,102,420,456,116,173,145,493
501: 26,244,432,12,191,291,142
502: 82,224,80,279,358
503: 115,326
504: 90,389,101,51,106,387,393
505: 54,37,495,56,39,127
506: 141,73
507: 46,257,55,117,137,202,131,179
508: 181,349,91,138
509: 78,66,257,96
510: 315,422,279,143,288
511: 61,164,44,62,316
512: 374,324,391,474
513: 331,136,388,468,118,421
514: 400,127
515: 442
516: 47,172,486,437
