0: 286
293: 151,352,423,35,245,415,345,172,104
294: 307,372,262
295: 12,80,274,281,82,200,13,432,279
296: 413,455,193,343,77,102,357,330,53,184,149,116
297: 95,365,332,109,344,367
298: 182,72
299: 144,209,183,246
300: 50,180,339,244,13,31,432,12,133,93
301: 346,385
302: 403
303: 417,114,378,237,227,197,75,229
304: 
305: 
306: 228,450,71,239,219,49
307: 372,294,262,390
308: 34,323,329,278,355
309: 165,347,127,379
310: 464,48,31,221,159,330,368,36,205
311: 44,36,184,248,51,77,205
312: 4,233,163,3,101
313: 324,237,170,404,227,197
314: 461,98
315: 422,288,204,125,41
316: 377,164,44,62
317: 230,291,122,290,59
318: 14,423,272,153,171,457
319: 
320: 100,458
321: 247
322: 2,126,379,208
323: 308,329,201
324: 313,237,128,404,227,391,374
325: 118,168,382
326: 
327: 226,134,15,416,14,272,124
328: 429,188,354,6,91
329: 308,323,351,201
330: 357,368,310,31,123,296,149,205,456
331: 388,27,396,444,118,421
332: 297,367,187,412,450
333: 56,236,126
334: 342
335: 90,238,430,356,419,17
336: 230,87,146,291,290,74,228,132
337: 29
338: 120,143,358,125,279,25,26
339: 364,180,449,300,244,210,133,353
340: 35,167,175,174
341: 155,135,203,87,420,145
342: 334
343: 296,193,102,40,420,116,145
344: 95,297,17
345: 245,293,172,104
346: 301,33
347: 127,309
348: 
349: 181,363
350: 158,355,14
351: 329,278,7,32,211,201,30
352: 151,264,293,47,172
353: 11,287,135,122,267,244,364,339,133,260,214
354: 213,328,190
355: 34,308,278,52,350
356: 81,335,401,383
357: 61,397,330,53,184,123,296
358: 422,143,82,434,125,224,48,220,279,338,25
359: 189
360: 268,111,226,243,222
361: 395,240,397,53,38
362: 173,131,84,179,259
363: 181,349,259,284,188,33
364: 275,180,418,339,353,135,267
365: 297,425,6
366: 2,212,389,64,223
367: 215,187,332,297,17
368: 61,330,28,310,31,232,123
369: 
370: 126
371: 213,152
372: 307,294,262
373: 34
374: 58,324,436,391
375: 460
376: 113,107,43,459
377: 316,62
378: 433,437,170,50,303,210,197,93
379: 322,309
380: 276,64,8,223,120,106,212
381: 50,21,271,437,232
382: 65,284,168,325
383: 419,413,455,184,356,401,42
384: 447,100,132
385: 301,119
386: 196,216
387: 101,51,389,16,453,393
388: 331,136,27,192,118,421
389: 387,231,139,51,212,178,366
390: 307,405,262,169
391: 75,394,229,128,324,374
392: 108,170
393: 64,16,19,288,440,387,51
394: 202,75,391,229,251,114,192
395: 361,397,241
396: 402,444,118,331,59
397: 61,241,357,53,395,361
398: 464,13,31,249,232,60,252,159
399: 30,19,453,288,440
400: 39,234,127
401: 90,101,184,356,413,383
402: 155,396,263,118,157,185,421
403: 302
404: 128,227,427,324,313
405: 66,262,390,96,169
406: 
407: 20,43,109
408: 178,3,139
409: 72,218
410: 24
411: 289,92
412: 107,450,187,219,332,43
413: 296,383,71,77,184,90,401
414: 50,275,180,31,123,103,203
415: 293,47,104
416: 222,15,174,226,327,272,171
417: 180,114,418,449,303,210,197,436,229
418: 364,275,180,417,114,449,436,229,251,267
419: 383,335,17
420: 116,173,145,456,117,343,40,341,203
421: 118,185,402,27,331,388
422: 315,288,204,440,110,358
423: 151,14,318,293,35
424: 459,5
425: 6,450,365
426: 
427: 404,227
428: 115
429: 284,213,132,188,328
430: 335,17
431: 207,20
432: 244,464,200,13,295,12,80,191,300,26
433: 172,437,378,264,249,50,93
434: 124,358,82,220
435: 
436: 210,197,18,417,418,449,229,251,58,374
437: 433,271,378,264,232,50,381
438: 69,198
439: 135,27,267,263,251,192,199
440: 422,204,235,19,399,393
441: 451,225,208
442: 
443: 24,250
444: 260,11,27,396,331,59
445: 158,85,83
446: 88,1
447: 384,213,152
448: 54,37,235,57,162,216
449: 180,417,418,339,210,133,18,436,214
450: 425,306,412,219,332
451: 441,225,73
452: 1
453: 19,233,163,399,387,101,51
454: 281,15,272,82
455: 296,383,102,53,42
456: 420,116,330,123,40,203
457: 153,171,318
458: 74,320
459: 424,113,107,376
460: 375,7
461: 314,69,198,28
462: 219,113,141,97
463: 165,206,178,16
464: 398,200,48,13,310,31,432
465: 99
