0: 286
116: 98,96,69,184,240,241,61,123,53,102,40
117: 11,180,203,135,267,275,55,123,40
118: 136,185
119: 86,181
120: 48,288,204,143,106,64,8,230,121,94
121: 149,87,230,94,122,120
122: 87,121,244,74,133,290,142,130,132
123: 31,55,26,61,98,46,116,40,117
124: 32,110,272,14,220,134
125: 204,235,56,236,2,126,41
126: 2,225,125,140,41,25
127: 2,189,261,39,194
128: 23,237,75
129: 287,135,185,137,157
130: 203,132,87,122
131: 179,259,150,40,270,138,46
132: 130,87,122,74,290,79,155,59
133: 290,142,122
134: 220,48,32,14,221,124
135: 129,117,267,199,55,137,192
136: 118,18,185,192
137: 157,129,135,285
138: 259,131,150,38,270,173
139: 71,77,101,44,90,238,106,17,81
140: 266,2,189,126
141: 
142: 133,191,291,122,244,260
143: 204,224,80,82,48,120,279,8,230
144: 
145: 193,87,150,173,91
146: 8,97
147: 
148: 88,85,83
149: 87,121,219,94,71,102,193,77
150: 259,131,40,38,138,102,145
151: 264,50,271,268,249
152: 213,190,59
153: 171,245,249
154: 246,72
155: 188,284,132
156: 207
157: 137,129,285
158: 52,85,28
159: 220,61,50,28,232
160: 
161: 41,208,8,97,25
162: 57,243
163: 
164: 52,62,198
165: 206,16,51,178,261,223
166: 23,255
167: 175,174
168: 59,65
169: 
170: 31,13,114,229,47,210,93
171: 153,15,272,60,268,249
172: 104,227,264,50,252,108,93
173: 181,145,138,95,188,91
174: 167,175
175: 167,174
176: 242,280
177: 
178: 165,4
179: 259,131,40,46,203
180: 11,117,260,267,26,275,214,244
181: 173,119
182: 37
183: 
184: 201,69,240,198,241,116
185: 129,27,192,118,136
186: 98,103,257,69,61
187: 231,49,258
188: 155,284,91,173
189: 127,39,140
190: 213,86,152,284,79
191: 12,291,142
192: 199,18,251,135,185,267,136
193: 71,102,145,149,87
194: 37,127,261,39
195: 22,225
196: 56,24,266,39
197: 210,229,58
198: 201,69,184,253,241,164
199: 275,114,55,229,18,202,251,135,267,192
200: 26,48,279,12,291,230
201: 44,233,184,253,198,36
202: 251,199,114,55,229,78
203: 287,130,117,179,259,40
204: 125,288,235,30,143,120
205: 48,61,77
206: 165,16,51
207: 20,156
208: 41,161,212,49,22,258
209: 
210: 93,197,170,229
211: 70,57
212: 41,208,64,22,248
213: 65,190,86,152,284
214: 275,18,180,267,27
215: 109
216: 37,234
217: 282
218: 246
219: 149,87,94,276,239,238,71
220: 48,159,134,272,60,14,124,82,281
221: 30,36,48,134
222: 250,226
223: 2,22,261,165,51
224: 247,80,82,143
225: 126,195
226: 111,222
227: 104,83,172,89
228: 113,49,5
229: 170,199,114,18,210,197,202,251,58
230: 121,94,143,200,48,120,279,291,8
231: 187,49
232: 31,47,50,28,159,61,103
233: 201,44
234: 7,216
235: 125,204
236: 247,24,125
237: 128,75
238: 90,106,71,139,219
239: 219,276,74
240: 184,241,116,53
241: 69,184,240,198,116
242: 176,280
243: 110,162,57
244: 122,26,142,180
245: 35,153,108
246: 154,218
247: 224,236
248: 101,19,288,212
249: 50,151,268,153,171
250: 222,110
251: 202,199,114,229,18,58,192
252: 50,172,274,13,93
253: 201,198,36
254: 280
255: 23,166
256: 71,42
257: 103,186
258: 208,49,187
259: 179,131,150,40,138,203
260: 11,180,142,27
261: 2,127,223,39,54,194,165,16
262: 66
263: 129,84
264: 50,151,271,104,83,172
265: 112,96
266: 24,196,140
267: 11,180,117,135,275,199,214,18,192
268: 151,249,14,171
269: 23
270: 131,138
271: 264,151,88,83
272: 14,171,15,124,220
273: 45
274: 12,281,60,252
275: 31,199,214,55,26,180,117,267
276: 87,219,94,239,74
277: 
278: 34,32,36
279: 12,291,143,80,82,200,48,230
280: 176,254,242
281: 12,274,60,15,82,220
282: 105,217
283: 33
284: 155,213,190,188,91,79
285: 137,157
286: 0
287: 11,129,203
288: 204,30,101,120,248,106,64
289: 92
290: 133,122,132,59
291: 279,12,191,200,230,142
